id,downloads,likes,tags,created_at,last_modified,private,search_task
infinite-dataset-hub/ImageClassificationCatsAndDogs,3,0,"license:mit, size_categories:n<1K, format:csv, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant",2024-08-24T15:40:33.000Z,2024-09-05T18:02:30.000Z,False,image-classification
FeruzaBoynazarovaas/image-classification,3,0,"size_categories:1K<n<10K, format:parquet, modality:image, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-01-11T14:06:50.000Z,2025-01-17T06:58:15.000Z,False,image-classification
thanhtlx/image_classification_01,3,0,"license:apache-2.0, region:us",2025-06-03T10:17:58.000Z,2025-06-03T10:17:58.000Z,False,image-classification
pragadeesh1212/image_classification,3,0,"license:mit, size_categories:n<1K, format:text, modality:text, library:datasets, library:mlcroissant, region:us",2025-11-10T04:51:36.000Z,2025-11-10T04:52:22.000Z,False,image-classification
dda71427/image_classification.json,3,0,"size_categories:n<1K, format:json, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant, region:us",2026-01-11T06:19:52.000Z,2026-01-11T06:20:08.000Z,False,image-classification
SaladSlayer00/image_classification_celeb,2,0,"size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-12-23T16:41:38.000Z,2023-12-24T11:02:42.000Z,False,image-classification
farrvhbeck/ImageClassification_clothing,2,0,region:us,2024-11-22T13:14:22.000Z,2024-11-22T13:14:22.000Z,False,image-classification
iioos/image-classification-labels,2,0,"task_categories:image-classification, language:en, license:mit, region:us",2026-01-27T01:44:06.000Z,2026-01-27T01:44:31.000Z,False,image-classification
zhiwei2017/nazy-symbols-classification-openclip-encoded-image-data,1,0,"size_categories:100K<n<1M, format:json, modality:text, library:datasets, library:dask, library:mlcroissant, region:us",2025-06-29T23:11:00.000Z,2025-06-29T23:16:01.000Z,False,image-classification
Mact0/warehouse-object-detection,2737,0,region:us,2025-12-11T20:13:47.000Z,2025-12-11T22:53:03.000Z,False,object-detection
keremberke/license-plate-object-detection,678,37,"task_categories:object-detection, size_categories:1K<n<10K, modality:image, modality:text, library:datasets, library:mlcroissant, region:us, roboflow",2023-01-01T02:32:07.000Z,2023-01-18T20:37:51.000Z,False,object-detection
keremberke/construction-safety-object-detection,404,14,"task_categories:object-detection, size_categories:n<1K, modality:image, modality:text, library:datasets, library:mlcroissant, region:us, roboflow",2022-12-29T20:12:45.000Z,2023-01-27T13:36:19.000Z,False,object-detection
keremberke/valorant-object-detection,333,10,"task_categories:object-detection, size_categories:1K<n<10K, modality:image, modality:text, library:datasets, library:mlcroissant, region:us, roboflow",2022-12-28T05:41:05.000Z,2023-01-27T13:45:00.000Z,False,object-detection
keremberke/forklift-object-detection,305,7,"task_categories:object-detection, size_categories:n<1K, modality:image, modality:text, library:datasets, library:mlcroissant, region:us, roboflow",2023-01-01T09:57:34.000Z,2023-01-15T14:32:47.000Z,False,object-detection
keremberke/csgo-object-detection,203,11,"task_categories:object-detection, size_categories:1K<n<10K, modality:image, modality:text, library:datasets, library:mlcroissant, region:us, roboflow",2022-12-29T07:37:55.000Z,2023-01-27T13:39:19.000Z,False,object-detection
keremberke/blood-cell-object-detection,154,19,"task_categories:object-detection, size_categories:n<1K, modality:image, modality:text, library:datasets, library:mlcroissant, region:us, roboflow",2022-12-31T22:57:22.000Z,2023-01-18T20:37:18.000Z,False,object-detection
Charles95/object-detection-examples,128,0,"task_categories:object-detection, annotations_creators:crowdsourced, language_creators:found, multilinguality:monolingual, source_datasets:original, language:en, license:unknown, size_categories:1K<n<10K",2024-07-04T09:34:30.000Z,2024-08-02T03:18:13.000Z,False,object-detection
keremberke/nfl-object-detection,119,4,"task_categories:object-detection, region:us, roboflow, roboflow2huggingface",2022-12-30T10:37:59.000Z,2023-01-29T12:37:17.000Z,False,object-detection
uv-scripts/object-detection,113,9,"region:us, uv-script, object-detection",2026-03-06T16:46:11.000Z,2026-03-06T16:47:14.000Z,False,object-detection
keremberke/clash-of-clans-object-detection,112,3,"task_categories:object-detection, size_categories:n<1K, modality:image, modality:text, library:datasets, library:mlcroissant, region:us, roboflow",2022-12-30T05:14:59.000Z,2023-01-29T12:38:03.000Z,False,object-detection
keremberke/aerial-sheep-object-detection,110,7,"task_categories:object-detection, size_categories:1K<n<10K, modality:image, modality:text, library:datasets, library:mlcroissant, region:us, roboflow",2023-01-02T20:17:28.000Z,2023-01-05T08:02:23.000Z,False,object-detection
keremberke/garbage-object-detection,104,8,"task_categories:object-detection, region:us, roboflow",2023-01-01T09:38:12.000Z,2023-01-05T11:30:08.000Z,False,object-detection
likewendy/dengwenyi_yolo12_object_detection,104,0,region:us,2025-02-27T11:58:09.000Z,2025-02-27T23:50:11.000Z,False,object-detection
justjuu/traffic-accident-cctv-object-detection,97,2,"task_categories:object-detection, license:cc0-1.0, size_categories:1K<n<10K, format:parquet, modality:image, library:datasets, library:dask, library:polars",2026-01-26T10:45:33.000Z,2026-01-26T10:59:29.000Z,False,object-detection
alirajabi/object_detection_dataset,96,0,"size_categories:100K<n<1M, format:parquet, modality:image, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2025-02-25T11:33:47.000Z,2025-02-25T11:45:54.000Z,False,object-detection
keremberke/football-object-detection,91,14,"task_categories:object-detection, size_categories:1K<n<10K, modality:image, modality:text, library:datasets, library:mlcroissant, region:us, roboflow",2022-12-28T20:09:47.000Z,2023-01-04T20:39:21.000Z,False,object-detection
keremberke/smoke-object-detection,88,5,"task_categories:object-detection, region:us, roboflow",2023-01-04T20:41:37.000Z,2023-01-04T20:54:45.000Z,False,object-detection
openfoodfacts/nutriscore-object-detection,68,0,"task_categories:object-detection, license:cc-by-sa-3.0, size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets, library:pandas",2024-06-26T13:18:08.000Z,2024-07-05T12:47:49.000Z,False,object-detection
Cleanlab/object-detection-tutorial,66,1,"task_categories:object-detection, language:en, license:mit, size_categories:n<1K, format:imagefolder, modality:image, library:datasets, library:mlcroissant",2025-12-18T17:45:29.000Z,2025-12-18T22:06:39.000Z,False,object-detection
mthandazo/rsod_object_detection_data,65,0,"size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-07-30T08:22:45.000Z,2024-07-30T08:22:50.000Z,False,object-detection
yainage90/fashion-object-detection,55,1,"size_categories:10K<n<100K, format:parquet, modality:image, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2024-08-22T12:00:49.000Z,2024-08-22T12:37:20.000Z,False,object-detection
interfaze-ai/object-detection-bench,55,0,"task_categories:object-detection, language:en, license:cc-by-4.0, size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets",2025-05-28T23:21:35.000Z,2025-05-28T23:38:30.000Z,False,object-detection
fcakyon/gun-object-detection,50,3,"task_categories:object-detection, region:us, roboflow",2022-12-28T06:20:48.000Z,2022-12-28T06:22:36.000Z,False,object-detection
shubh303/open-world-dense-object-detection,49,5,"task_categories:object-detection, task_categories:zero-shot-object-detection, annotations_creators:crowdsourced, annotations_creators:machine-generated, language:en, license:mit, size_categories:1K<n<10K, format:parquet",2026-01-05T06:19:42.000Z,2026-01-05T07:00:48.000Z,False,object-detection
Mobiusi/Electric-Wheelchair-Object-Detection-Image-Dataset,39,0,"task_categories:object-detection, language:en, license:cc-by-nc-sa-4.0, size_categories:n<1K, modality:text, region:us, object detection, image recognition",2026-03-05T10:01:34.000Z,2026-03-05T10:01:42.000Z,False,object-detection
benjamintli/barcode-object-detection,38,0,"task_categories:object-detection, license:unknown, size_categories:10K<n<100K, format:parquet, format:optimized-parquet, modality:image, library:datasets, library:dask",2026-01-05T04:03:03.000Z,2026-01-05T04:25:29.000Z,False,object-detection
AITC-Traffic-Density/Traffic-Object-Detection,37,0,"language:en, license:apache-2.0, size_categories:n<1K, format:imagefolder, modality:image, library:datasets, library:mlcroissant, arxiv:2503.02967",2025-02-23T13:57:00.000Z,2025-03-11T17:45:36.000Z,False,object-detection
duality-robotics/YOLOv8-Object-Detection-02-Dataset,37,0,"task_categories:object-detection, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets",2025-03-27T18:12:07.000Z,2025-03-27T21:31:40.000Z,False,object-detection
SVeldman/pen_object_detection,36,0,"size_categories:n<1K, format:text, modality:image, modality:text, library:datasets, library:mlcroissant, region:us",2024-10-14T00:50:56.000Z,2025-04-25T02:59:10.000Z,False,object-detection
driesverachtert/basic_shapes_object_detection,34,1,"task_categories:object-detection, annotations_creators:machine-generated, language:en, license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:image, library:datasets",2024-03-23T08:54:30.000Z,2024-03-27T13:00:51.000Z,False,object-detection
devshaheen/100_crops_plants_object_detection_25k_image_dataset,34,2,"task_categories:object-detection, language:en, license:mit, size_categories:10K<n<100K, region:us, yolov5, object_detection, crops/plant_25k_images",2025-02-15T16:54:44.000Z,2025-02-25T21:20:31.000Z,False,object-detection
mmenendezg/brain-tumor-object-detection,32,2,"size_categories:1K<n<10K, format:parquet, modality:image, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-09-21T13:45:24.000Z,2023-10-03T22:48:44.000Z,False,object-detection
zhiyingzou0202/object_detection_bbox_merged_coco_food,32,0,"size_categories:10K<n<100K, format:parquet, modality:image, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2025-07-21T15:15:05.000Z,2025-07-21T15:17:28.000Z,False,object-detection
shubh303/dense_object_detection_FiftyOne,32,2,"task_categories:object-detection, task_categories:zero-shot-object-detection, language:en, license:mit, size_categories:1K<n<10K, format:imagefolder, modality:image, library:datasets",2026-01-10T06:27:39.000Z,2026-01-10T06:34:20.000Z,False,object-detection
DanielCerda/pid-object-detection,30,2,"task_categories:object-detection, region:us, roboflow, roboflow2huggingface",2023-10-28T01:48:38.000Z,2023-10-28T01:50:16.000Z,False,object-detection
duality-robotics/YOLOv8-Multiclass-Object-Detection-Dataset,30,4,"task_categories:object-detection, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets",2025-02-28T22:33:09.000Z,2025-03-27T21:16:27.000Z,False,object-detection
cerenimooooooo/license-plate-object-detection,29,0,"task_categories:object-detection, region:us, roboflow, roboflow2huggingface, Self Driving, Anpr",2026-04-01T07:35:22.000Z,2026-04-01T07:35:23.000Z,False,object-detection
ParitKansal/object_detection,28,2,"size_categories:100K<n<1M, format:parquet, modality:image, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2025-07-07T12:46:50.000Z,2025-07-07T12:56:39.000Z,False,object-detection
umairhassan02/paligemma-valorant-object-detection-transformed,28,0,"size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-08-18T18:15:50.000Z,2025-08-29T09:17:22.000Z,False,object-detection
wdc9645/object-detections,28,0,"task_categories:object-detection, task_categories:video-classification, license:mit, size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets",2026-02-21T01:13:57.000Z,2026-02-21T19:02:57.000Z,False,object-detection
yunusskeete/Carla-COCO-Object-Detection-Dataset,23,6,"task_categories:object-detection, license:mit, size_categories:n<1K, region:us",2023-11-30T10:41:12.000Z,2023-12-04T23:57:01.000Z,False,object-detection
duality-robotics/YOLOv8-Multi-Instance-Object-Detection-Dataset,23,0,"task_categories:object-detection, task_categories:multiple-choice, language:en, license:apache-2.0, size_categories:n<1K, format:parquet, modality:image, modality:text",2025-03-27T18:12:59.000Z,2025-03-27T21:27:05.000Z,False,object-detection
DamarJati/mini-NSFW-Object-Detection-coco,20,5,"size_categories:n<1K, library:datasets, library:mlcroissant, region:us, not-for-all-audiences",2023-10-19T06:19:24.000Z,2024-05-15T16:12:19.000Z,False,object-detection
yammmil/construction-safety-object-detection,20,0,"task_categories:object-detection, region:us, roboflow, roboflow2huggingface, Construction, Logistics, Utilities, Damage Risk",2026-02-15T22:18:42.000Z,2026-02-15T22:18:43.000Z,False,object-detection
nihany/car-object-detection,18,1,"license:unknown, size_categories:1K<n<10K, format:imagefolder, modality:image, library:datasets, library:mlcroissant, region:us",2023-05-29T22:32:02.000Z,2023-05-29T22:36:45.000Z,False,object-detection
sionic-ai/refcocoplus_object_detection,17,2,"license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant",2024-06-20T12:07:04.000Z,2025-02-18T08:44:00.000Z,False,object-detection
random-sequence/flock-demo-object-detection-sections,17,0,"size_categories:1K<n<10K, format:parquet, format:optimized-parquet, modality:image, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-02-21T06:09:05.000Z,2026-02-21T06:11:17.000Z,False,object-detection
AliPouryousefi86/Persian-Object-Detection-Dataset,16,0,"modality:image, modality:text, region:us",2025-02-07T18:31:52.000Z,2025-03-10T18:26:42.000Z,False,object-detection
Aanimated/autoboat_vt_object_detection,16,2,"modality:image, modality:text, region:us",2025-05-20T01:25:21.000Z,2025-09-30T18:34:54.000Z,False,object-detection
HerryWu2025/valorant-object-detection-paligemma,15,0,"license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant",2025-06-19T07:34:43.000Z,2025-06-19T07:37:17.000Z,False,object-detection
zhiyingzou0202/object_detection_bbox_merged_coco,15,0,"size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-07-12T13:43:03.000Z,2025-07-13T16:30:26.000Z,False,object-detection
zhiyingzou0202/object_detection_bbox_merged_coco_strict_selected_3000,15,0,"size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2025-07-15T09:13:15.000Z,2025-07-22T06:22:53.000Z,False,object-detection
zhiyingzou0202/object_detection_bbox_merged_v7,15,0,"size_categories:10K<n<100K, format:parquet, modality:image, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2025-07-23T16:21:29.000Z,2025-07-23T17:11:15.000Z,False,object-detection
ariefansclub/han-humanoid-vision-object-detection-metrics-v1,15,0,"task_categories:tabular-regression, language:en, license:mit, size_categories:n<1K, format:json, modality:tabular, library:datasets, library:pandas",2026-02-28T15:10:13.000Z,2026-02-28T15:11:24.000Z,False,object-detection
hf-internal-testing/tiny-object-detection-aquarium-dataset,14,0,"size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-10-01T11:20:31.000Z,2024-10-01T11:20:32.000Z,False,object-detection
likewendy/red-dot_yolo11n_object_detection,14,0,"size_categories:n<1K, format:text, modality:image, modality:text, library:datasets, library:mlcroissant, region:us",2025-06-20T09:40:16.000Z,2025-06-20T09:40:20.000Z,False,object-detection
lin1318/object_detection,14,0,"language:en, license:mit, size_categories:1K<n<10K, format:parquet, modality:tabular, modality:text, library:datasets, library:dask",2026-02-19T03:42:46.000Z,2026-02-22T19:10:32.000Z,False,object-detection
maneeshsshetty/license-plate-object-detection,13,0,"task_categories:object-detection, region:us, roboflow, roboflow2huggingface, Self Driving, Anpr",2026-01-28T11:19:07.000Z,2026-01-28T11:19:08.000Z,False,object-detection
tor24/warehouse-object-detection-labels,13,0,"license:cc-by-4.0, size_categories:n<1K, format:csv, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-02-22T21:07:11.000Z,2026-02-22T21:09:00.000Z,False,object-detection
zhiyingzou0202/object_detection_bbox_paligemma,12,0,"size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-07-04T12:15:58.000Z,2025-07-09T09:47:00.000Z,False,object-detection
TheMrguiller/coco-object_detection,12,0,"size_categories:100K<n<1M, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-10-15T09:06:39.000Z,2025-10-15T10:31:51.000Z,False,object-detection
Caplin43/han-humanoid-object-detection-dataset,12,0,"license:mit, size_categories:n<1K, format:csv, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2026-02-18T03:02:57.000Z,2026-02-18T03:04:06.000Z,False,object-detection
chanelcolgate/brain-tumors-object-detection-datasets,11,1,"modality:image, modality:text, region:us",2023-08-21T08:51:35.000Z,2023-08-21T09:47:12.000Z,False,object-detection
Nexdata/58255_Images_Object_Detection_Data_in_Construction_Site_Scenes,11,2,"license:cc-by-nc-nd-4.0, size_categories:n<1K, format:imagefolder, modality:image, library:datasets, library:mlcroissant, region:us",2024-04-11T09:10:55.000Z,2025-04-23T06:12:42.000Z,False,object-detection
Tsomaros/Chest_Xray_N_Object_Detection,11,0,"size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-12-01T09:45:46.000Z,2024-12-01T09:46:02.000Z,False,object-detection
KingRam/Kitti-Object-Detection-Evaluation-2012,11,1,"size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2025-03-13T20:28:25.000Z,2025-03-13T22:10:47.000Z,False,object-detection
likewendy/red-dot_yolov12n_object_detection,11,0,"size_categories:n<1K, format:imagefolder, modality:image, modality:text, library:datasets, library:mlcroissant, region:us",2025-06-22T16:54:19.000Z,2025-06-22T16:54:59.000Z,False,object-detection
miroonest/2025-automobile-ai-object-detection,11,0,"size_categories:1K<n<10K, format:text, modality:text, library:datasets, library:mlcroissant, region:us",2026-01-26T08:18:48.000Z,2026-01-26T08:44:41.000Z,False,object-detection
NationalLibraryOfScotland/nls-index-cards-object-detection,11,0,"task_categories:object-detection, language:en, size_categories:n<1K, format:parquet, format:optimized-parquet, modality:image, modality:text, library:datasets",2026-01-30T13:58:21.000Z,2026-03-25T14:43:07.000Z,False,object-detection
sionic-ai/refcoco_object_detection,10,1,"license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant",2024-06-20T12:03:29.000Z,2025-02-18T08:46:48.000Z,False,object-detection
HoaAn2003/Object-Detection-Dataset,9,0,"license:cc-by-nc-4.0, size_categories:n<1K, format:imagefolder, modality:image, library:datasets, library:mlcroissant, region:us",2024-05-12T07:05:52.000Z,2024-05-20T04:03:07.000Z,False,object-detection
sionic-ai/refcocog_object_detection,9,1,"size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-06-20T12:06:22.000Z,2024-06-20T12:06:32.000Z,False,object-detection
medieval-data/medieval-line-object-detection,9,1,"license:cc-by-4.0, size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant",2024-07-10T09:15:02.000Z,2024-07-10T12:27:16.000Z,False,object-detection
Solobrad/Annotated_Medical_pill_for_Object_Detection,9,1,"size_categories:n<1K, format:text, modality:image, modality:text, library:datasets, library:mlcroissant, region:us",2024-09-28T03:20:23.000Z,2024-09-28T03:35:17.000Z,False,object-detection
ngocnh0202/valorant-object-detection-paligemma,9,0,"size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-05-29T03:05:38.000Z,2025-05-29T03:05:50.000Z,False,object-detection
mohdtanweer/brain-tumor-object-detection-paligemma,9,0,"size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-05-29T09:17:16.000Z,2025-05-29T09:23:15.000Z,False,object-detection
open-source-metrics/object-detection-checkpoint-downloads,8,1,"size_categories:n<1K, format:parquet, modality:tabular, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2022-09-18T01:34:54.000Z,2022-10-06T19:34:07.000Z,False,object-detection
raoulmago/object_detection_nuovo,8,0,"size_categories:n<1K, format:parquet, modality:image, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-09-24T11:06:35.000Z,2024-09-24T11:29:46.000Z,False,object-detection
CristianR8/Cacao-object-detection,8,0,"size_categories:n<1K, format:parquet, modality:image, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-01-21T14:12:33.000Z,2025-01-21T14:56:44.000Z,False,object-detection
Dasun01/Valorant-Object-Detection-Dataset,8,0,region:us,2025-04-03T15:04:28.000Z,2025-04-23T19:13:04.000Z,False,object-detection
stevenbucaille/object-detection-models-dataset,8,0,"license:apache-2.0, size_categories:1K<n<10K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-06-06T12:18:26.000Z,2025-06-06T12:21:44.000Z,False,object-detection
siddOG/fashion-object-detection,8,0,"size_categories:10K<n<100K, format:parquet, modality:image, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2025-12-09T12:44:40.000Z,2025-12-09T12:44:41.000Z,False,object-detection
HongWeiXu/OinkTrack_Object-Detection,8,0,region:us,2026-03-15T21:15:30.000Z,2026-03-15T21:22:32.000Z,False,object-detection
jeffwong93/object_detection,7,0,"license:other, size_categories:n<1K, format:imagefolder, modality:image, library:datasets, library:mlcroissant, region:us",2023-06-22T11:18:48.000Z,2023-06-22T11:21:21.000Z,False,object-detection
sagecodes/union_flyte_swag_object_detection,7,0,"size_categories:n<1K, format:json, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-09-24T23:48:28.000Z,2024-09-24T23:51:24.000Z,False,object-detection
chnaaam/open-vocabulary-object-detection-ko,7,0,region:us,2025-05-26T06:20:54.000Z,2025-05-27T05:15:23.000Z,False,object-detection
okib/brain-tumor-object-detection-paligemma,7,0,"size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-05-29T06:21:03.000Z,2025-05-29T06:21:09.000Z,False,object-detection
lansinuote/cv.3.image_object_detection.detect_illustration,6,0,"size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars",2023-02-23T02:57:14.000Z,2023-02-23T03:03:09.000Z,False,object-detection
AIEnergyScore/object_detection,6,1,"size_categories:1K<n<10K, format:parquet, modality:image, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2024-04-03T01:20:17.000Z,2024-04-03T01:20:24.000Z,False,object-detection
mbar0075/Pizza-Toppings-Object-Detection,6,0,"license:mit, size_categories:1K<n<10K, format:text, modality:image, modality:text, library:datasets, library:mlcroissant, region:us",2024-07-22T06:27:04.000Z,2024-07-22T07:11:20.000Z,False,object-detection
pyimagesearch/construction-safety-object-detection-paligemma,6,4,"size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-12-05T15:27:42.000Z,2024-12-05T15:27:48.000Z,False,object-detection
pyimagesearch/brain-tumor-object-detection-paligemma,6,1,"size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-12-05T17:00:37.000Z,2024-12-05T17:00:41.000Z,False,object-detection
dmusingu/lacuna-object-detection-chest-X-ray-dataset,6,0,"size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant",2025-02-20T17:18:21.000Z,2025-02-20T17:18:35.000Z,False,object-detection
majingazzz/construction-safety-object-detection-paligemma,6,0,"size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-06-03T11:45:35.000Z,2025-06-03T12:28:42.000Z,False,object-detection
zxia545/object_detection_analytic_image,6,0,"size_categories:n<1K, format:imagefolder, modality:image, library:datasets, library:mlcroissant, region:us",2025-08-18T03:46:51.000Z,2025-09-14T22:13:32.000Z,False,object-detection
ADHIZ/object_detection,6,0,"size_categories:n<1K, format:parquet, modality:image, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2025-08-25T02:28:17.000Z,2025-08-25T02:28:22.000Z,False,object-detection
Leodid/brain-tumor-object-detection-paligemma,6,0,"size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-08-28T14:40:21.000Z,2025-08-28T14:40:29.000Z,False,object-detection
davidxu123/brain-tumor-object-detection-paligemma,6,0,"size_categories:1K<n<10K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-09-09T02:15:33.000Z,2025-09-09T02:15:37.000Z,False,object-detection
sYs-happy/object_detection,6,0,"size_categories:n<1K, format:parquet, modality:image, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2025-10-11T11:03:06.000Z,2025-10-13T12:45:41.000Z,False,object-detection
HuggingFace-CN-community/translation,3559,61,"license:apache-2.0, size_categories:n<1K, format:imagefolder, modality:image, library:datasets, library:mlcroissant, region:us",2022-12-26T12:41:09.000Z,2023-03-24T14:23:03.000Z,False,translation
sarkau/Multilingual-Image-Translation-Groups,3279,0,"task_categories:translation, language:en, language:fr, language:de, language:it, language:hu, language:pl, language:ru",2026-03-09T18:18:13.000Z,2026-03-15T13:09:42.000Z,False,translation
salmankhanpm/translation-checkpoints,3057,0,"size_categories:1K<n<10K, format:json, modality:text, library:datasets, library:pandas, library:polars, library:mlcroissant, region:us",2026-02-23T11:55:13.000Z,2026-02-23T11:56:40.000Z,False,translation
harpreetsahota/modern-to-shakesperean-translation,2639,8,"size_categories:n<1K, format:parquet, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars, region:us",2023-12-10T19:42:51.000Z,2023-12-10T21:09:14.000Z,False,translation
aisingapore/NLG-Machine-Translation,1948,1,"task_categories:text-generation, language:en, language:id, language:jv, language:km, language:ml, language:my, language:su",2024-12-11T07:09:30.000Z,2026-01-05T02:14:18.000Z,False,translation
cleverHeart/mala-bilingual-translation-corpus,1832,0,"task_categories:translation, license:odc-by, size_categories:10B<n<100B, format:parquet, modality:text, library:datasets, library:dask, library:polars",2026-03-11T21:28:32.000Z,2026-03-11T21:28:33.000Z,False,translation
syeda-raisa/idiom_translation_final,1472,0,"license:apache-2.0, size_categories:10K<n<100K, format:csv, modality:text, library:datasets, library:pandas, library:mlcroissant, library:polars",2024-02-27T16:42:25.000Z,2024-02-27T16:43:27.000Z,False,translation
Yehor/en-uk-translation-conversations,1266,0,"size_categories:10M<n<100M, format:parquet, modality:text, library:datasets, library:dask, library:mlcroissant, library:polars, region:us",2025-07-11T16:59:02.000Z,2025-07-11T17:04:13.000Z,False,translation
ayymen/Pontoon-Translations,961,18,"task_categories:translation, annotations_creators:crowdsourced, language:ab, language:ace, language:ach, language:ady, language:af, language:am",2023-12-03T21:44:52.000Z,2024-01-19T21:32:07.000Z,False,translation
justdubit/audiovisual_translation_dub,876,5,"task_categories:video-to-video, language:en, language:multilingual, license:cc-by-nc-4.0, size_categories:n<1K, modality:video, library:datasets, library:mlcroissant",2026-02-08T14:08:13.000Z,2026-02-08T14:09:47.000Z,False,translation
DigitalUmuganda/kinyarwanda-english-machine-translation-dataset,858,2,"annotations_creators:expert-generated, language_creators:Digital Umuganda, multilinguality:multilingual, language:en, language:rw, license:cc-by-4.0, region:us",2022-06-07T14:41:38.000Z,2022-11-04T16:12:51.000Z,False,translation
DigitalUmuganda/monolingual_machine_translation_data,778,0,"size_categories:100K<n<1M, format:text, modality:text, library:datasets, library:mlcroissant, region:us",2023-02-13T12:45:09.000Z,2023-05-03T09:09:56.000Z,False,translation
cmu-lti/machine-translation-for-vision,743,1,"task_categories:image-to-text, task_categories:text-to-image, language:en, license:mit, size_categories:n<1K, format:parquet, modality:image, modality:text",2026-02-10T15:42:18.000Z,2026-03-03T20:14:15.000Z,False,translation
semeru/code-code-translation-java-csharp,660,1,"license:mit, size_categories:10K<n<100K, format:text, modality:text, library:datasets, library:mlcroissant, region:us",2023-03-22T02:10:54.000Z,2023-03-27T18:22:28.000Z,False,translation
